"gene","logFC","logCPM","F","PValue","FDR","median_logFC_by_sample","prop_same_sign","expr_prop_in_A","stability_score"
"ANPEP",2.62221123971526,3.25742982985205,17.7951341606616,0.000176254451237809,0.00480469634074267,2.27282509850344,0.727272727272727,0.818181818181818,1.6529637080025
"PYCR1",3.04942125863249,3.98464698928174,25.7349604367243,1.67817385892686e-05,0.000876685040658201,2.02027857192573,0.818181818181818,0.909090909090909,1.65295519521196
"ADAMTSL2",2.19103051965226,3.03222575752593,25.8216505222979,1.27262989363479e-05,0.000720020377179863,1.63576686694201,1,1,1.63576686694201
"ROBO2",2.42851118017205,3.94240327306792,26.3882936885877,1.00230418871777e-05,0.000613369253120223,1.99097277484364,0.818181818181818,0.818181818181818,1.62897772487207
"CHST1",1.81833280587895,4.34155745099043,23.5511694919455,3.05013955806191e-05,0.00135699532326476,1.77606980924051,0.909090909090909,1,1.61460891749138
"EPHB2",2.78567450216027,1.81252973096988,24.8294638334215,1.42343735858045e-05,0.000781743454842369,1.96655873825268,0.818181818181818,0.818181818181818,1.60900260402492
"ABI3BP",1.38614037919403,6.66218187581283,39.2278564695441,8.74428260675202e-07,9.63992861198773e-05,1.60787568506979,1,1,1.60787568506979
"CGREF1",3.2823978106587,2.82986204721717,27.9453479184937,7.05004694599219e-06,0.000476132224600275,2.20941889907859,0.727272727272727,0.727272727272727,1.60685010842079
"TPST1",1.44562444981549,4.47912710422298,22.2078305203867,5.00721717103881e-05,0.00194614075833319,1.59499167147439,1,1,1.59499167147439
"APBA2",2.959328970449,1.50979063616889,13.5237313262535,0.000758794973663901,0.0134583218546314,2.18816342654343,0.727272727272727,0.727272727272727,1.59139158294068
"ISM1",2.05873805208816,2.77502430863759,15.0089961062631,0.000399319004232233,0.00856507844127878,1.94346258596446,0.818181818181818,0.818181818181818,1.59010575215274
"CTHRC1",2.09509072586903,7.3815194347939,12.7194081235018,0.00197392143278758,0.0257514068099721,1.74775055332817,0.909090909090909,1,1.58886413938924
"TFPI2",2.47045134481286,5.45653742618609,26.4060833505334,1.55021247190393e-05,0.000829539469309282,2.17299687565215,0.727272727272727,0.909090909090909,1.58036136411065
"DUSP6",1.51181680282902,5.06991401785164,30.1944483762384,5.38474580256122e-06,0.000380818367065096,1.72790186111638,0.909090909090909,1,1.57081987374216
"CP",1.83395423600512,4.05716264068378,13.6873982116024,0.000870678784318357,0.0148173518879513,2.15293792043777,0.727272727272727,0.909090909090909,1.56577303304565
"IFI44",1.83325176480077,4.24555441449976,25.0473039217826,2.08039843854825e-05,0.00101270823990759,1.56132970932665,1,1,1.56132970932665
"SHISA3",3.79661253846695,4.12809698737528,13.6520289804461,0.00119732825800263,0.0181921655583514,1.90674393057071,0.818181818181818,0.909090909090909,1.56006321592149
"FSCN1",1.78962606067311,4.05108568098063,15.1170982642326,0.000496462930354317,0.00987060922992624,1.71465845568193,0.909090909090909,0.909090909090909,1.5587804142563
"C1R",1.37402777878473,9.53706242515046,35.248676185754,2.13766209531302e-06,0.000200312298718926,1.55795182741472,1,1,1.55795182741472
"PAPPA",1.81435446517995,5.12449948498437,20.7800413589237,8.77950624011495e-05,0.00287404229384374,1.8943568106006,0.818181818181818,1,1.54992829958231
"TMEM44",2.77650878307351,2.85609179981774,17.4305353950644,0.000187658012791075,0.00501525238106343,1.69840293582363,0.909090909090909,0.909090909090909,1.54400266893058
"SYT12",2.33877097549559,3.88258184164569,11.8637569780405,0.00168381910721617,0.0230614728988253,2.12186764988152,0.727272727272727,0.818181818181818,1.54317647264111
"LAMP5",4.05065719923291,3.44561023357113,36.8997255759146,7.47302524250245e-07,8.93483637164371e-05,2.12029635260618,0.727272727272727,0.636363636363636,1.54203371098631
"STRA6",3.16567841376206,3.17460132419805,12.7219456669894,0.00130364206783727,0.0192377022865003,2.12029635260618,0.727272727272727,0.727272727272727,1.54203371098631
"PLCXD3",2.48185704664665,3.72603400791339,41.4201087336798,2.45650597035387e-07,4.33298753100183e-05,2.12029635260618,0.727272727272727,0.727272727272727,1.54203371098631
"LRFN5",2.17102066485666,1.40854510978525,19.8419282235091,7.07904553832607e-05,0.00246424531159499,1.87900741397608,0.818181818181818,0.909090909090909,1.53736970234406
"LAMB3",2.53089983288651,2.4106916759377,30.82244098378,2.63943272521858e-06,0.000224846675279558,1.87372569919929,0.818181818181818,0.818181818181818,1.53304829934488
"CMPK2",2.00292514876005,2.06176600765958,19.6623687881176,7.61269599130915e-05,0.00256487979770108,1.87339552212749,0.818181818181818,0.909090909090909,1.53277815446795
"TMEM100",1.58865481458822,4.67369538069909,16.3976323247649,0.000325990524129942,0.0073830452088825,1.67714726896986,0.909090909090909,1,1.52467933542714
"LMO2",2.13601201017695,3.12235913967945,11.586590322431,0.00171905338726356,0.0234631778308587,2.09530508134154,0.727272727272727,0.818181818181818,1.52385824097567
"RAET1E",4.13354770841868,2.02829029409844,15.9854067001122,0.000420481283878788,0.0089057977616423,2.08213612089672,0.727272727272727,0.727272727272727,1.51428081519761
